clave_entidad,entidad,clave_municipio,municipio,poblacion
20,Oaxaca,435,Santa María Tepantlali,3576
20,Oaxaca,436,Santa María Texcatitlán,896
20,Oaxaca,437,Santa María Tlahuitoltepec,9653
20,Oaxaca,438,Santa María Tlalixtac,1839
20,Oaxaca,439,Santa María Tonameca,25347
20,Oaxaca,440,Santa María Totolapilla,812
20,Oaxaca,441,Santa María Xadani,9234
20,Oaxaca,442,Santa María Yalina,250
20,Oaxaca,443,Santa María Yavesía,434
20,Oaxaca,444,Santa María Yolotepec,481
20,Oaxaca,445,Santa María Yosoyúa,1699
20,Oaxaca,446,Santa María Yucuhiti,6008
20,Oaxaca,447,Santa María Zacatepec,17100
20,Oaxaca,448,Santa María Zaniza,2469
20,Oaxaca,449,Santa María Zoquitlán,3294
20,Oaxaca,450,Santiago Amoltepec,13855
20,Oaxaca,451,Santiago Apoala,1019
20,Oaxaca,452,Santiago Apóstol,4421
20,Oaxaca,453,Santiago Astata,3918
20,Oaxaca,454,Santiago Atitlán,3556
20,Oaxaca,455,Santiago Ayuquililla,2904
20,Oaxaca,456,Santiago Cacaloxtepec,1667
20,Oaxaca,457,Santiago Camotlán,3346
20,Oaxaca,458,Santiago Comaltepec,1157
20,Oaxaca,459,Villa de Santiago Chazumba,4877
20,Oaxaca,460,Santiago Choápam,5242
20,Oaxaca,461,Santiago del Río,527
20,Oaxaca,462,Santiago Huajolotitlán,4600
20,Oaxaca,463,Santiago Huauclilla,525
20,Oaxaca,464,Santiago Ihuitlán Plumas,341
20,Oaxaca,465,Santiago Ixcuintepec,1636
20,Oaxaca,466,Santiago Ixtayutla,13880
20,Oaxaca,467,Santiago Jamiltepec,19112
20,Oaxaca,468,Santiago Jocotepec,14198
20,Oaxaca,469,Santiago Juxtlahuaca,34735
20,Oaxaca,470,Santiago Lachiguiri,4394
20,Oaxaca,471,Santiago Lalopa,431
20,Oaxaca,472,Santiago Laollaga,3361
20,Oaxaca,473,Santiago Laxopa,1291
20,Oaxaca,474,Santiago Llano Grande,3440
20,Oaxaca,475,Santiago Matatlán,10175
20,Oaxaca,476,Santiago Miltepec,421
20,Oaxaca,477,Santiago Minas,1327
20,Oaxaca,478,Santiago Nacaltepec,1599
20,Oaxaca,479,Santiago Nejapilla,174
20,Oaxaca,480,Santiago Nundiche,1351
20,Oaxaca,481,Santiago Nuyoó,1898
20,Oaxaca,482,Santiago Pinotepa Nacional,55840
20,Oaxaca,483,Santiago Suchilquitongo,10886
20,Oaxaca,484,Santiago Tamazola,4458
20,Oaxaca,485,Santiago Tapextla,3134
20,Oaxaca,486,Villa Tejúpam de la Unión,2419
20,Oaxaca,487,Santiago Tenango,1966
20,Oaxaca,488,Santiago Tepetlapa,130
20,Oaxaca,489,Santiago Tetepec,4909
20,Oaxaca,490,Santiago Texcalcingo,2974
20,Oaxaca,491,Santiago Textitlán,4930
20,Oaxaca,492,Santiago Tilantongo,2764
20,Oaxaca,493,Santiago Tillo,545
20,Oaxaca,494,Santiago Tlazoyaltepec,6300
20,Oaxaca,495,Santiago Xanica,3029
20,Oaxaca,496,Santiago Xiacuí,1893
20,Oaxaca,497,Santiago Yaitepec,4233
20,Oaxaca,498,Santiago Yaveo,7593
20,Oaxaca,499,Santiago Yolomécatl,1922
20,Oaxaca,500,Santiago Yosondúa,7991
20,Oaxaca,501,Santiago Yucuyachi,998
20,Oaxaca,502,Santiago Zacatepec,5089
20,Oaxaca,503,Santiago Zoochila,425
20,Oaxaca,504,Nuevo Zoquiápam,1590
20,Oaxaca,505,Santo Domingo Ingenio,7681
20,Oaxaca,506,Santo Domingo Albarradas,798
20,Oaxaca,507,Santo Domingo Armenta,3155
20,Oaxaca,508,Santo Domingo Chihuitán,1618
20,Oaxaca,509,Santo Domingo de Morelos,11384
20,Oaxaca,510,Santo Domingo Ixcatlán,760
20,Oaxaca,511,Santo Domingo Nuxaá,3335
20,Oaxaca,512,Santo Domingo Ozolotepec,1101
20,Oaxaca,513,Santo Domingo Petapa,9027
20,Oaxaca,514,Santo Domingo Roayaga,941
20,Oaxaca,515,Santo Domingo Tehuantepec,67739
20,Oaxaca,516,Santo Domingo Teojomulco,5260
20,Oaxaca,517,Santo Domingo Tepuxtepec,6029
20,Oaxaca,518,Santo Domingo Tlatayápam,113
20,Oaxaca,519,Santo Domingo Tomaltepec,3386
20,Oaxaca,520,Santo Domingo Tonalá,7393
20,Oaxaca,521,Santo Domingo Tonaltepec,250
20,Oaxaca,522,Santo Domingo Xagacía,1205
20,Oaxaca,523,Santo Domingo Yanhuitlán,1633
20,Oaxaca,524,Santo Domingo Yodohino,327
20,Oaxaca,525,Santo Domingo Zanatepec,12483
20,Oaxaca,526,Santos Reyes Nopala,16688
20,Oaxaca,527,Santos Reyes Pápalo,2490
20,Oaxaca,528,Santos Reyes Tepejillo,904
20,Oaxaca,529,Santos Reyes Yucuná,1474
20,Oaxaca,530,Santo Tomás Jalieza,3923
20,Oaxaca,531,Santo Tomás Mazaltepec,2612
20,Oaxaca,532,Santo Tomás Ocotepec,4066
20,Oaxaca,533,Santo Tomás Tamazulapan,2726
20,Oaxaca,534,San Vicente Coatlán,3512
20,Oaxaca,535,San Vicente Lachixío,3227
20,Oaxaca,536,San Vicente Nuñú,449
20,Oaxaca,537,Silacayoápam,6710
20,Oaxaca,538,Sitio de Xitlapehua,713
20,Oaxaca,539,Soledad Etla,6348
20,Oaxaca,540,Villa de Tamazulápam del Progreso,8326
20,Oaxaca,541,Tanetze de Zaragoza,1558
20,Oaxaca,542,Taniche,887
20,Oaxaca,543,Tataltepec de Valdés,6386
20,Oaxaca,544,Teococuilco de Marcos Pérez,1032
20,Oaxaca,545,Teotitlán de Flores Magón,10099
20,Oaxaca,546,Teotitlán del Valle,6392
20,Oaxaca,547,Teotongo,1005
20,Oaxaca,548,Tepelmeme Villa de Morelos,1960
20,Oaxaca,549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",11465
20,Oaxaca,550,San Jerónimo Tlacochahuaya,5764
20,Oaxaca,551,Tlacolula de Matamoros,30254
20,Oaxaca,552,Tlacotepec Plumas,410
20,Oaxaca,553,Tlalixtac de Cabrera,12067
20,Oaxaca,554,Totontepec Villa de Morelos,5904
20,Oaxaca,555,Trinidad Zaachila,3419
20,Oaxaca,556,La Trinidad Vista Hermosa,306
20,Oaxaca,557,Unión Hidalgo,14542
20,Oaxaca,558,Valerio Trujano,1376
20,Oaxaca,559,San Juan Bautista Valle Nacional,23067
20,Oaxaca,560,Villa Díaz Ordaz,6467
20,Oaxaca,561,Yaxe,2954
20,Oaxaca,562,Magdalena Yodocono de Porfirio Díaz,1682
20,Oaxaca,563,Yogana,1245
20,Oaxaca,564,Yutanduchi de Guerrero,1195
20,Oaxaca,565,Villa de Zaachila,46464
20,Oaxaca,566,San Mateo Yucutindoo,3144
20,Oaxaca,567,Zapotitlán Lagunas,3382
20,Oaxaca,568,Zapotitlán Palmas,1695
20,Oaxaca,569,Santa Inés de Zaragoza,1454
20,Oaxaca,570,Zimatlán de Álvarez,22093
21,Puebla,001,Acajete,72894
21,Puebla,002,Acateno,9170
21,Puebla,003,Acatlán,37955
21,Puebla,004,Acatzingo,63743
21,Puebla,005,Acteopan,3070
21,Puebla,006,Ahuacatlán,14542
21,Puebla,007,Ahuatlán,3162
21,Puebla,008,Ahuazotepec,11439
21,Puebla,009,Ahuehuetitla,2207
21,Puebla,010,Ajalpan,74768
21,Puebla,011,Albino Zertuche,1885
21,Puebla,012,Aljojuca,6591
21,Puebla,013,Altepexi,22629
21,Puebla,014,Amixtlán,4812
21,Puebla,015,Amozoc,125876
21,Puebla,016,Aquixtla,9021
21,Puebla,017,Atempan,29742
21,Puebla,018,Atexcal,3859
21,Puebla,019,Atlixco,141793
21,Puebla,020,Atoyatempan,7704
21,Puebla,021,Atzala,1512
21,Puebla,022,Atzitzihuacán,12857
21,Puebla,023,Atzitzintla,9051
21,Puebla,024,Axutla,976
21,Puebla,025,Ayotoxco de Guerrero,8208
21,Puebla,026,Calpan,15271
21,Puebla,027,Caltepec,4128
21,Puebla,028,Camocuautla,2758
21,Puebla,029,Caxhuacan,3811
21,Puebla,030,Coatepec,772
21,Puebla,031,Coatzingo,2820
21,Puebla,032,Cohetzala,1382
21,Puebla,033,Cohuecan,5403
21,Puebla,034,Coronango,46836
21,Puebla,035,Coxcatlán,20653
21,Puebla,036,Coyomeapan,14806
21,Puebla,037,Coyotepec,2334
21,Puebla,038,Cuapiaxtla de Madero,10542
21,Puebla,039,Cuautempan,9837
21,Puebla,040,Cuautinchán,12340
21,Puebla,041,Cuautlancingo,137435
21,Puebla,042,Cuayuca de Andrade,3315
21,Puebla,043,Cuetzalan del Progreso,49864
21,Puebla,044,Cuyoaco,17139
21,Puebla,045,Chalchicomula de Sesma,47410
21,Puebla,046,Chapulco,8193
21,Puebla,047,Chiautla,21699
21,Puebla,048,Chiautzingo,22039
21,Puebla,049,Chiconcuautla,17382
21,Puebla,050,Chichiquila,26928
21,Puebla,051,Chietla,37030
21,Puebla,052,Chigmecatitlán,1215
21,Puebla,053,Chignahuapan,66464
21,Puebla,054,Chignautla,35223
21,Puebla,055,Chila,5082
21,Puebla,056,Chila de la Sal,1317
21,Puebla,057,Honey,6687
21,Puebla,058,Chilchotla,21002
21,Puebla,059,Chinantla,2846
21,Puebla,060,Domingo Arenas,7982
21,Puebla,061,Eloxochitlán,14461
21,Puebla,062,Epatlán,4943
21,Puebla,063,Esperanza,14766
21,Puebla,064,Francisco Z. Mena,17824
21,Puebla,065,General Felipe Ángeles,22694
21,Puebla,066,Guadalupe,6451
21,Puebla,067,Guadalupe Victoria,18784
21,Puebla,068,Hermenegildo Galeana,7011
21,Puebla,069,Huaquechula,29233
21,Puebla,070,Huatlatlauca,6111
21,Puebla,071,Huauchinango,103946
21,Puebla,072,Huehuetla,17082
21,Puebla,073,Huehuetlán el Chico,9760
21,Puebla,074,Huejotzingo,90794
21,Puebla,075,Hueyapan,13080
21,Puebla,076,Hueytamalco,27600
21,Puebla,077,Hueytlalpan,5951
21,Puebla,078,Huitzilan de Serdán,15928
21,Puebla,079,Huitziltepec,5782
21,Puebla,080,Atlequizayan,2633
21,Puebla,081,Ixcamilpa de Guerrero,4065
21,Puebla,082,Ixcaquixtla,8804
21,Puebla,083,Ixtacamaxtitlán,25319
21,Puebla,084,Ixtepec,6950
21,Puebla,085,Izúcar de Matamoros,82809
21,Puebla,086,Jalpan,12050
21,Puebla,087,Jolalpan,13308
21,Puebla,088,Jonotla,4457
21,Puebla,089,Jopala,12131
21,Puebla,090,Juan C. Bonilla,23783
21,Puebla,091,Juan Galindo,9828
21,Puebla,092,Juan N. Méndez,5293
21,Puebla,093,Lafragua,7650
21,Puebla,094,Libres,37257
21,Puebla,095,La Magdalena Tlatlauquitepec,650
21,Puebla,096,Mazapiltepec de Juárez,3176
21,Puebla,097,Mixtla,2668
21,Puebla,098,Molcaxac,6668
21,Puebla,099,Cañada Morelos,20659
21,Puebla,100,Naupan,9310
21,Puebla,101,Nauzontla,3317
21,Puebla,102,Nealtican,14075
21,Puebla,103,Nicolás Bravo,6644
21,Puebla,104,Nopalucan,32772
21,Puebla,105,Ocotepec,5077
21,Puebla,106,Ocoyucan,42669
21,Puebla,107,Olintla,11993
21,Puebla,108,Oriental,19903
21,Puebla,109,Pahuatlán,20274
21,Puebla,110,Palmar de Bravo,50226
21,Puebla,111,Pantepec,18528
21,Puebla,112,Petlalcingo,9350
21,Puebla,113,Piaxtla,4627
21,Puebla,114,Puebla,1692181
21,Puebla,115,Quecholac,57992
21,Puebla,116,Quimixtlán,22855
21,Puebla,117,Rafael Lara Grajales,15952
21,Puebla,118,Los Reyes de Juárez,30021
21,Puebla,119,San Andrés Cholula,154448
21,Puebla,120,San Antonio Cañada,5938
21,Puebla,121,San Diego la Mesa Tochimiltzingo,1270
21,Puebla,122,San Felipe Teotlalcingo,11063
21,Puebla,123,San Felipe Tepatlán,3793
21,Puebla,124,San Gabriel Chilac,15954
21,Puebla,125,San Gregorio Atzompa,9671
21,Puebla,126,San Jerónimo Tecuanipan,6597
21,Puebla,127,San Jerónimo Xayacatlán,3606
21,Puebla,128,San José Chiapa,10443
21,Puebla,129,San José Miahuatlán,14018
21,Puebla,130,San Juan Atenco,3604
21,Puebla,131,San Juan Atzompa,975
21,Puebla,132,San Martín Texmelucan,155738
21,Puebla,133,San Martín Totoltepec,692
21,Puebla,134,San Matías Tlalancaleca,20974
21,Puebla,135,San Miguel Ixitlán,526
21,Puebla,136,San Miguel Xoxtla,12461
21,Puebla,137,San Nicolás Buenos Aires,10464
21,Puebla,138,San Nicolás de los Ranchos,11780
21,Puebla,139,San Pablo Anicano,3759
21,Puebla,140,San Pedro Cholula,138433
21,Puebla,141,San Pedro Yeloixtlahuaca,3488
21,Puebla,142,San Salvador el Seco,30639
21,Puebla,143,San Salvador el Verde,34880
21,Puebla,144,San Salvador Huixcolotla,16790
21,Puebla,145,San Sebastián Tlacotepec,13189
21,Puebla,146,Santa Catarina Tlaltempan,749
21,Puebla,147,Santa Inés Ahuatempan,6341
21,Puebla,148,Santa Isabel Cholula,11498
21,Puebla,149,Santiago Miahuatlán,30309
21,Puebla,150,Huehuetlán el Grande,6105
21,Puebla,151,Santo Tomás Hueyotlipan,9315
21,Puebla,152,Soltepec,12631
21,Puebla,153,Tecali de Herrera,23625
21,Puebla,154,Tecamachalco,80771
21,Puebla,155,Tecomatlán,6830
21,Puebla,156,Tehuacán,327312
21,Puebla,157,Tehuitzingo,12672
21,Puebla,158,Tenampulco,6743
21,Puebla,159,Teopantlán,3836
21,Puebla,160,Teotlalco,3689
21,Puebla,161,Tepanco de López,22218
21,Puebla,162,Tepango de Rodríguez,4155
21,Puebla,163,Tepatlaxco de Hidalgo,18854
21,Puebla,164,Tepeaca,84270
21,Puebla,165,Tepemaxalco,1216
21,Puebla,166,Tepeojuma,8918
21,Puebla,167,Tepetzintla,10373
21,Puebla,168,Tepexco,7523
21,Puebla,169,Tepexi de Rodríguez,22331
21,Puebla,170,Tepeyahualco,19200
21,Puebla,171,Tepeyahualco de Cuauhtémoc,3851
21,Puebla,172,Tetela de Ocampo,27216
21,Puebla,173,Teteles de Ávila Castillo,6653
21,Puebla,174,Teziutlán,103583
21,Puebla,175,Tianguismanalco,14432
21,Puebla,176,Tilapa,9664
21,Puebla,177,Tlacotepec de Benito Juárez,54757
21,Puebla,178,Tlacuilotepec,15977
21,Puebla,179,Tlachichuca,31639
21,Puebla,180,Tlahuapan,41547
21,Puebla,181,Tlaltenango,7425
21,Puebla,182,Tlanepantla,5390
21,Puebla,183,Tlaola,20433
21,Puebla,184,Tlapacoya,6422
21,Puebla,185,Tlapanalá,10344
21,Puebla,186,Tlatlauquitepec,55576
21,Puebla,187,Tlaxco,4934
21,Puebla,188,Tochimilco,19315
21,Puebla,189,Tochtepec,22454
21,Puebla,190,Totoltepec de Guerrero,1187
21,Puebla,191,Tulcingo,9871
21,Puebla,192,Tuzamapan de Galeana,5924
21,Puebla,193,Tzicatlacoyan,6476
21,Puebla,194,Venustiano Carranza,28395
21,Puebla,195,Vicente Guerrero,26559
21,Puebla,196,Xayacatlán de Bravo,1570
21,Puebla,197,Xicotepec,80591
21,Puebla,198,Xicotlán,1312
21,Puebla,199,Xiutetelco,42943
21,Puebla,200,Xochiapulco,3443
21,Puebla,201,Xochiltepec,3375
21,Puebla,202,Xochitlán de Vicente Suárez,13025
21,Puebla,203,Xochitlán Todos Santos,7178
21,Puebla,204,Yaonáhuac,7926
21,Puebla,205,Yehualtepec,26392
21,Puebla,206,Zacapala,4647
21,Puebla,207,Zacapoaxtla,57887
21,Puebla,208,Zacatlán,87361
21,Puebla,209,Zapotitlán,8595
21,Puebla,210,Zapotitlán de Méndez,5675
21,Puebla,211,Zaragoza,16752
21,Puebla,212,Zautla,20717
21,Puebla,213,Zihuateutla,11967
21,Puebla,214,Zinacatepec,18359
21,Puebla,215,Zongozotla,4539
21,Puebla,216,Zoquiapan,2452
21,Puebla,217,Zoquitlán,20335
23,Quintana Roo,001,Cozumel,88626
23,Quintana Roo,002,Felipe Carrillo Puerto,83990
23,Quintana Roo,003,Isla Mujeres,22686
23,Quintana Roo,004,Othón P. Blanco,233648
23,Quintana Roo,005,Benito Juárez,911503
23,Quintana Roo,006,José María Morelos,39165
23,Quintana Roo,007,Lázaro Cárdenas,29171
23,Quintana Roo,008,Solidaridad,333800
23,Quintana Roo,009,Tulum,46721
23,Quintana Roo,010,Bacalar,41754
23,Quintana Roo,011,Puerto Morelos,26921
22,Querétaro,001,Amealco de Bonfil,66841
22,Querétaro,002,Pinal de Amoles,27365
22,Querétaro,003,Arroyo Seco,13142
22,Querétaro,004,Cadereyta de Montes,69075
22,Querétaro,005,Colón,67121
22,Querétaro,006,Corregidora,212567
22,Querétaro,007,Ezequiel Montes,45141
22,Querétaro,008,Huimilpan,36808
22,Querétaro,009,Jalpan de Serra,27343
22,Querétaro,010,Landa de Matamoros,18794
22,Querétaro,011,El Marqués,231668
22,Querétaro,012,Pedro Escobedo,77404
22,Querétaro,013,Peñamiller,19141
22,Querétaro,014,Querétaro,1049777
22,Querétaro,015,San Joaquín,8359
22,Querétaro,016,San Juan del Río,297804
22,Querétaro,017,Tequisquiapan,72201
22,Querétaro,018,Tolimán,27916
25,Sinaloa,001,Ahome,459310
25,Sinaloa,002,Angostura,44093
25,Sinaloa,003,Badiraguato,26542
25,Sinaloa,004,Concordia,24899
25,Sinaloa,005,Cosalá,17012
25,Sinaloa,006,Culiacán,1003530
25,Sinaloa,007,Choix,29334
25,Sinaloa,008,Elota,55339
25,Sinaloa,009,Escuinapa,59988
25,Sinaloa,010,El Fuerte,96593
25,Sinaloa,011,Guasave,289370
25,Sinaloa,012,Mazatlán,501441
25,Sinaloa,013,Mocorito,40358
25,Sinaloa,014,Rosario,52345
25,Sinaloa,015,Salvador Alvarado,79492
25,Sinaloa,016,San Ignacio,19505
25,Sinaloa,017,Sinaloa,78670
25,Sinaloa,018,Navolato,149122
24,San Luis Potosí,001,Ahualulco,18974
24,San Luis Potosí,002,Alaquines,7785
24,San Luis Potosí,003,Aquismón,48359
24,San Luis Potosí,004,Armadillo de los Infante,4013
24,San Luis Potosí,005,Cárdenas,18317
24,San Luis Potosí,006,Catorce,9579
24,San Luis Potosí,007,Cedral,19840
24,San Luis Potosí,008,Cerritos,22075
24,San Luis Potosí,009,Cerro de San Pedro,5050
24,San Luis Potosí,010,Ciudad del Maíz,30320
24,San Luis Potosí,011,Ciudad Fernández,48106
24,San Luis Potosí,012,Tancanhuitz,20300
24,San Luis Potosí,013,Ciudad Valles,179371
24,San Luis Potosí,014,Coxcatlán,15660
24,San Luis Potosí,015,Charcas,21814
24,San Luis Potosí,016,Ebano,40899
24,San Luis Potosí,017,Guadalcázar,25119
24,San Luis Potosí,018,Huehuetlán,15334
24,San Luis Potosí,019,Lagunillas,5453
24,San Luis Potosí,020,Matehuala,102199
24,San Luis Potosí,021,Mexquitic de Carmona,58469
24,San Luis Potosí,022,Moctezuma,19036
24,San Luis Potosí,023,Rayón,15301
24,San Luis Potosí,024,Rioverde,97943
24,San Luis Potosí,025,Salinas,31107
24,San Luis Potosí,026,San Antonio,9382
24,San Luis Potosí,027,San Ciro de Acosta,10215
24,San Luis Potosí,028,San Luis Potosí,911908
24,San Luis Potosí,029,San Martín Chalchicuautla,18468
24,San Luis Potosí,030,San Nicolás Tolentino,4779
24,San Luis Potosí,031,Santa Catarina,12163
24,San Luis Potosí,032,Santa María del Río,39880
24,San Luis Potosí,033,Santo Domingo,10785
24,San Luis Potosí,034,San Vicente Tancuayalab,14945
24,San Luis Potosí,035,Soledad de Graciano Sánchez,332072
24,San Luis Potosí,036,Tamasopo,29184
24,San Luis Potosí,037,Tamazunchale,95037
24,San Luis Potosí,038,Tampacán,14348
24,San Luis Potosí,039,Tampamolón Corona,13603
24,San Luis Potosí,040,Tamuín,36968
24,San Luis Potosí,041,Tanlajás,18208
24,San Luis Potosí,042,Tanquián de Escobedo,13448
24,San Luis Potosí,043,Tierra Nueva,7966
24,San Luis Potosí,044,Vanegas,7557
24,San Luis Potosí,045,Venado,14188
24,San Luis Potosí,046,Villa de Arriaga,18206
24,San Luis Potosí,047,Villa de Guadalupe,9277
24,San Luis Potosí,048,Villa de la Paz,5298
24,San Luis Potosí,049,Villa de Ramos,38389
24,San Luis Potosí,050,Villa de Reyes,52912
24,San Luis Potosí,051,Villa Hidalgo,15458
24,San Luis Potosí,052,Villa Juárez,10304
24,San Luis Potosí,053,Axtla de Terrazas,32544
24,San Luis Potosí,054,Xilitla,49741
24,San Luis Potosí,055,Zaragoza,27386
24,San Luis Potosí,056,Villa de Arista,17258
24,San Luis Potosí,057,Matlapa,28996
24,San Luis Potosí,058,El Naranjo,20959
26,Sonora,001,Aconchi,2563
26,Sonora,002,Agua Prieta,91929
26,Sonora,003,Alamos,24976
26,Sonora,004,Altar,9492
26,Sonora,005,Arivechi,1177
26,Sonora,006,Arizpe,2788
26,Sonora,007,Atil,626
26,Sonora,008,Bacadéhuachi,979
26,Sonora,009,Bacanora,759
26,Sonora,010,Bacerac,1221
26,Sonora,011,Bacoachi,1475
26,Sonora,012,Bácum,23151
26,Sonora,013,Banámichi,1825
26,Sonora,014,Baviácora,3191
26,Sonora,015,Bavispe,1169
26,Sonora,016,Benjamín Hill,4988
26,Sonora,017,Caborca,89122
26,Sonora,018,Cajeme,436484
26,Sonora,019,Cananea,39451
26,Sonora,020,Carbó,4946
26,Sonora,021,La Colorada,1848
26,Sonora,022,Cucurpe,863
26,Sonora,023,Cumpas,5829
26,Sonora,024,Divisaderos,753
26,Sonora,025,Empalme,51431
26,Sonora,026,Etchojoa,61309
26,Sonora,027,Fronteras,9041
26,Sonora,028,Granados,1009
26,Sonora,029,Guaymas,156863
26,Sonora,030,Hermosillo,936263
26,Sonora,031,Huachinera,1186
26,Sonora,032,Huásabas,888
26,Sonora,033,Huatabampo,77682
26,Sonora,034,Huépac,943
26,Sonora,035,Imuris,12536
26,Sonora,036,Magdalena,33049
26,Sonora,037,Mazatán,1101
